Date,Category,RefNo,Date.1,Withdrawal,Deposit,Balance,Month,Year,day
2023-02-26,Misc,3.06E+11,26/02/23,4000.0,0.0,19576.89,February,2023,Sunday
2023-02-26,Misc,3.06E+11,26/02/23,2000.0,0.0,15896.89,February,2023,Sunday
2023-02-26,Misc,3.06E+11,26/02/23,302.0,0.0,15594.89,February,2023,Sunday
2023-02-26,Misc,3.42E+11,26/02/23,1000.0,0.0,18325.89,February,2023,Sunday
2023-02-26,Food,3.06E+11,26/02/23,34.0,0.0,20228.89,February,2023,Sunday
2023-02-26,Food,3.06E+11,26/02/23,22.0,0.0,20206.89,February,2023,Sunday
2023-02-26,Food,3.06E+11,26/02/23,10.0,0.0,20196.89,February,2023,Sunday
2023-02-26,Misc,3.06E+11,26/02/23,0.0,3400.0,23596.89,February,2023,Sunday
2023-02-26,Food,3.42E+11,26/02/23,20.0,0.0,23576.89,February,2023,Sunday
2023-02-26,Shopping,3.06E+11,26/02/23,251.0,0.0,19325.89,February,2023,Sunday
2023-02-27,Misc,3.06E+11,27/02/23,1315.0,0.0,12944.89,February,2023,Monday
2023-02-27,Food,3.06E+11,27/02/23,100.0,0.0,14259.89,February,2023,Monday
2023-02-27,Food,3.42E+11,27/02/23,25.0,0.0,12919.89,February,2023,Monday
2023-02-27,Food,3.42E+11,27/02/23,20.0,0.0,12899.89,February,2023,Monday
2023-02-27,Misc,3.06E+11,27/02/23,570.0,0.0,14665.89,February,2023,Monday
2023-02-27,Food,3.42E+11,27/02/23,40.0,0.0,15235.89,February,2023,Monday
2023-02-27,Misc,3.06E+11,27/02/23,306.0,0.0,14359.89,February,2023,Monday
2023-02-27,Shopping,3.06E+11,27/02/23,299.0,0.0,15295.89,February,2023,Monday
2023-02-27,Food,3.06E+11,27/02/23,20.0,0.0,15275.89,February,2023,Monday
2023-02-28,Food,3.06E+11,28/02/23,68.0,0.0,12831.89,February,2023,Tuesday
2023-02-28,Food,3.43E+11,28/02/23,65.0,0.0,12766.89,February,2023,Tuesday
2023-02-28,Food,3.43E+11,28/02/23,40.0,0.0,12726.89,February,2023,Tuesday
2023-02-28,Misc,3.06E+11,28/02/23,830.0,0.0,11896.89,February,2023,Tuesday
2023-03-01,Misc,3.00E+11,3/1/2023,105.0,0.0,1732.23,March,2023,Wednesday
2023-03-01,Food,3.00E+11,3/1/2023,56.0,0.0,1731.23,March,2023,Wednesday
2023-03-01,Misc,3.37E+11,3/1/2023,1.0,0.0,1730.23,March,2023,Wednesday
2023-03-01,Food,3.00E+11,3/1/2023,30.0,0.0,1700.23,March,2023,Wednesday
2023-03-01,Misc,3.37E+11,3/1/2023,0.0,55.0,1787.23,March,2023,Wednesday
2023-03-02,Food,3.40E+11,3/2/2023,40.0,0.0,5021.1,March,2023,Thursday
2023-03-02,Misc,3.40E+11,3/2/2023,190.0,0.0,5061.1,March,2023,Thursday
2023-03-02,Food,3.40E+11,3/2/2023,17.0,0.0,5251.1,March,2023,Thursday
2023-03-02,Misc,3.03E+11,3/2/2023,0.0,500.0,5268.1,March,2023,Thursday
2023-03-02,Misc,3.03E+11,3/2/2023,500.0,0.0,4768.1,March,2023,Thursday
2023-03-02,Food,3.40E+11,3/2/2023,50.0,0.0,5268.1,March,2023,Thursday
2023-03-02,Food,3.03E+11,3/2/2023,28.0,0.0,5318.1,March,2023,Thursday
2023-03-03,Rent,3.06E+11,3/3/2023,6490.0,0.0,4265.89,March,2023,Friday
2023-03-03,Food,3.43E+11,3/3/2023,33.0,0.0,11055.89,March,2023,Friday
2023-03-03,Misc,3.43E+11,3/3/2023,240.0,0.0,10815.89,March,2023,Friday
2023-03-03,Food,3.43E+11,3/3/2023,60.0,0.0,10755.89,March,2023,Friday
2023-03-03,Food,3.06E+11,3/3/2023,35.0,0.0,4230.89,March,2023,Friday
2023-03-04,Misc,3.46E+11,3/4/2023,0.0,1200.0,5645.79,March,2023,Saturday
2023-03-04,Food,3.46E+11,3/4/2023,10.0,0.0,5153.79,March,2023,Saturday
2023-03-04,Food,3.09E+11,3/4/2023,20.0,0.0,5163.79,March,2023,Saturday
2023-03-04,Misc,3.09E+11,3/4/2023,295.0,0.0,5183.79,March,2023,Saturday
2023-03-04,Food,3.09E+11,3/4/2023,85.0,0.0,5478.79,March,2023,Saturday
2023-03-04,Food,3.46E+11,3/4/2023,82.0,0.0,5563.79,March,2023,Saturday
2023-03-05,Food,3.49E+11,3/5/2023,85.0,0.0,3900.01,March,2023,Sunday
2023-03-05,Food,3.49E+11,3/5/2023,40.0,0.0,3985.01,March,2023,Sunday
2023-03-05,Misc,3.49E+11,3/5/2023,180.0,0.0,3720.01,March,2023,Sunday
2023-03-05,Food,3.49E+11,3/5/2023,69.0,0.0,4025.01,March,2023,Sunday
2023-03-05,Food,3.49E+11,3/5/2023,20.0,0.0,3700.01,March,2023,Sunday
2023-03-06,Misc,3.52E+11,3/6/2023,390.0,0.0,7247.95,March,2023,Monday
2023-03-06,Food,3.52E+11,3/6/2023,36.0,0.0,7637.95,March,2023,Monday
2023-03-06,Misc,3.15E+11,3/6/2023,0.0,130.0,7673.95,March,2023,Monday
2023-03-06,Food,3.15E+11,3/6/2023,20.0,0.0,7543.95,March,2023,Monday
2023-03-06,Food,3.15E+11,3/6/2023,35.0,0.0,7563.95,March,2023,Monday
2023-03-06,Misc,3.52E+11,3/6/2023,105.0,0.0,7598.95,March,2023,Monday
2023-03-06,Misc,3.52E+11,3/6/2023,170.01,0.0,7703.95,March,2023,Monday
2023-03-06,Food,3.52E+11,3/6/2023,50.0,0.0,7197.95,March,2023,Monday
2023-03-06,Shopping,3.15E+11,3/6/2023,454.0,0.0,7903.96,March,2023,Monday
2023-03-06,Food,3.15E+11,3/6/2023,30.0,0.0,7873.96,March,2023,Monday
2023-03-08,Food,3.22E+11,3/8/2023,40.0,0.0,144.62,March,2023,Wednesday
2023-03-08,Food,3.22E+11,3/8/2023,40.0,0.0,64.62,March,2023,Wednesday
2023-03-08,Food,3.22E+11,3/8/2023,40.0,0.0,104.62,March,2023,Wednesday
2023-03-08,Food,3.58E+11,3/8/2023,55.0,0.0,184.62,March,2023,Wednesday
2023-03-09,Food,3.25E+11,3/9/2023,36.0,0.0,4053.66,March,2023,Thursday
2023-03-09,Food,3.25E+11,3/9/2023,30.0,0.0,4089.66,March,2023,Thursday
2023-03-09,Food,3.25E+11,3/9/2023,20.0,0.0,3973.66,March,2023,Thursday
2023-03-09,Food,3.25E+11,3/9/2023,60.0,0.0,3993.66,March,2023,Thursday
2023-03-10,Food,3.28E+11,3/10/2023,10.0,0.0,537.58,March,2023,Friday
2023-03-10,Misc,3.28E+11,3/10/2023,0.0,43.0,285.58,March,2023,Friday
2023-03-10,Misc,3.28E+11,3/10/2023,0.0,385.0,922.58,March,2023,Friday
2023-03-10,Food,3.64E+11,3/10/2023,188.74,0.0,595.58,March,2023,Friday
2023-03-10,Misc,3.28E+11,3/10/2023,680.0,0.0,242.58,March,2023,Friday
2023-03-10,Misc,3.28E+11,3/10/2023,130.0,0.0,784.32,March,2023,Friday
2023-03-10,Misc,3.64E+11,3/10/2023,0.0,1000.0,1285.58,March,2023,Friday
2023-03-10,Food,3.28E+11,3/10/2023,48.0,0.0,547.58,March,2023,Friday
2023-03-10,Misc,3.28E+11,3/10/2023,370.0,0.0,915.58,March,2023,Friday
2023-03-10,Food,3.28E+11,3/10/2023,19.0,0.0,914.32,March,2023,Friday
2023-03-12,Misc,3.34E+11,3/12/2023,0.0,70.0,651.97,March,2023,Sunday
2023-03-12,Misc,3.34E+11,3/12/2023,0.0,7.0,581.97,March,2023,Sunday
2023-03-12,Misc,3.34E+11,3/12/2023,120.0,0.0,574.97,March,2023,Sunday
2023-03-13,Food,3.44E+11,13/03/23,65.0,0.0,174.26,March,2023,Monday
2023-03-13,Food,3.07E+11,13/03/23,20.0,0.0,286.26,March,2023,Monday
2023-03-13,Food,3.07E+11,13/03/23,50.0,0.0,124.26,March,2023,Monday
2023-03-13,Food,3.07E+11,13/03/23,85.0,0.0,39.26,March,2023,Monday
2023-03-13,Food,3.07E+11,13/03/23,47.0,0.0,239.26,March,2023,Monday
2023-03-14,Misc,3.07E+11,14/03/23,0.0,1000.0,1039.26,March,2023,Tuesday
2023-03-14,Food,3.44E+11,14/03/23,79.0,0.0,960.26,March,2023,Tuesday
2023-03-14,Food,3.07E+11,14/03/23,30.0,0.0,930.26,March,2023,Tuesday
2023-03-14,Food,3.07E+11,14/03/23,55.0,0.0,875.26,March,2023,Tuesday
2023-03-15,Food,3.44E+11,15/03/23,50.0,0.0,792.26,March,2023,Wednesday
2023-03-15,Food,3.44E+11,15/03/23,33.0,0.0,842.26,March,2023,Wednesday
2023-03-15,Food,3.07E+11,16/03/23,55.0,0.0,737.26,March,2023,Wednesday
2023-03-16,Food,3.08E+11,16/03/23,65.0,0.0,421.26,March,2023,Thursday
2023-03-16,Food,3.08E+11,16/03/23,30.0,0.0,486.26,March,2023,Thursday
2023-03-16,Food,3.44E+11,16/03/23,35.0,0.0,516.26,March,2023,Thursday
2023-03-16,Food,3.44E+11,16/03/23,50.0,0.0,551.26,March,2023,Thursday
2023-03-16,Misc,3.08E+11,16/03/23,136.0,0.0,601.26,March,2023,Thursday
2023-03-17,Food,3.08E+11,17/03/23,30.0,0.0,341.26,March,2023,Friday
2023-03-17,Food,3.08E+11,17/03/23,75.0,0.0,236.26,March,2023,Friday
2023-03-17,Food,3.08E+11,17/03/23,50.0,0.0,371.26,March,2023,Friday
2023-03-17,Food,3.08E+11,17/03/23,30.0,0.0,311.26,March,2023,Friday
2023-03-18,Food,3.44E+11,18/03/23,30.0,0.0,206.26,March,2023,Saturday
2023-03-18,Food,3.08E+11,18/03/23,35.0,0.0,171.26,March,2023,Saturday
2023-03-18,Food,3.08E+11,18/03/23,30.0,0.0,141.26,March,2023,Saturday
2023-03-19,Food,3.08E+11,19/03/23,30.0,0.0,50.26,March,2023,Sunday
2023-03-19,Food,3.08E+11,19/03/23,10.0,0.0,40.26,March,2023,Sunday
2023-03-19,Food,3.44E+11,19/03/23,61.0,0.0,80.26,March,2023,Sunday
2023-03-20,Food,3.08E+11,20/03/23,30.0,0.0,10.26,March,2023,Monday
2023-03-21,Misc,3.45E+11,21/03/23,0.0,40.0,110.26,March,2023,Tuesday
2023-03-21,Misc,3.08E+11,21/03/23,0.0,60.0,70.26,March,2023,Tuesday
2023-03-22,Misc,3.45E+11,22/03/23,2.0,0.0,108.26,March,2023,Wednesday
2023-03-22,Food,3.45E+11,22/03/23,42.0,0.0,66.26,March,2023,Wednesday
2023-03-24,Food,3.45E+11,24/03/23,30.0,0.0,13791.54,March,2023,Friday
2023-03-24,Food,3.45E+11,24/03/23,100.0,0.0,13691.54,March,2023,Friday
2023-03-24,Food,3.45E+11,24/03/23,66.0,0.0,13821.54,March,2023,Friday
2023-03-24,Misc,3.08E+11,24/03/23,1500.0,0.0,12191.54,March,2023,Friday
2023-03-24,Misc,3.08E+11,24/03/23,660.0,0.0,13887.54,March,2023,Friday
2023-03-24,Misc,3.08E+11,24/03/23,5000.0,0.0,14547.54,March,2023,Friday
2023-03-24,Food,3.08E+11,24/03/23,42.0,0.0,19547.54,March,2023,Friday
2023-03-24,Food,3.45E+11,24/03/23,72.0,0.0,19589.54,March,2023,Friday
2023-03-24,Food,3.45E+11,24/03/23,48.0,0.0,19661.54,March,2023,Friday
2023-03-24,Food,3.08E+11,24/03/23,10.0,0.0,12181.54,March,2023,Friday
2023-03-24,Misc,3.45E+11,24/03/23,1479.0,0.0,19790.54,March,2023,Friday
2023-03-24,Shopping,3.08E+11,24/03/23,670.0,0.0,21269.54,March,2023,Friday
2023-03-24,Misc,3.45E+11,24/03/23,1926.72,0.0,21939.54,March,2023,Friday
2023-03-24,Misc,3.45E+11,24/03/23,11000.0,0.0,23866.26,March,2023,Friday
2023-03-24,Salary,CHAST23081324539,24/03/23,0.0,34800.0,34866.26,March,2023,Friday
2023-03-24,Food,3.08E+11,24/03/23,81.0,0.0,19709.54,March,2023,Friday
2023-03-25,Misc,3.08E+11,26/03/23,2826.0,0.0,8700.54,March,2023,Saturday
2023-03-25,Misc,3.08E+11,25/03/23,470.0,0.0,11526.54,March,2023,Saturday
2023-03-25,Food,3.45E+11,25/03/23,87.0,0.0,11996.54,March,2023,Saturday
2023-03-25,Food,3.08E+11,25/03/23,76.0,0.0,12105.54,March,2023,Saturday
2023-03-25,Food,3.45E+11,25/03/23,22.0,0.0,12083.54,March,2023,Saturday
2023-03-26,Misc,3.45E+11,26/03/23,0.0,1000.0,9736.54,March,2023,Sunday
2023-03-26,Food,3.09E+11,26/03/23,10.0,0.0,11455.54,March,2023,Sunday
2023-03-26,Food,3.09E+11,26/03/23,32.0,0.0,8668.54,March,2023,Sunday
2023-03-26,Food,3.09E+11,26/03/23,72.0,0.0,8596.54,March,2023,Sunday
2023-03-26,Food,3.45E+11,26/03/23,10.0,0.0,8586.54,March,2023,Sunday
2023-03-26,Misc,3.45E+11,26/03/23,0.0,421.0,9007.54,March,2023,Sunday
2023-03-26,Misc,3.09E+11,26/03/23,150.0,0.0,8857.54,March,2023,Sunday
2023-03-26,Food,3.09E+11,26/03/23,80.0,0.0,8777.54,March,2023,Sunday
2023-03-26,Food,3.45E+11,26/03/23,41.0,0.0,8736.54,March,2023,Sunday
2023-03-26,Misc,3.09E+11,26/03/23,0.0,927.0,11465.54,March,2023,Sunday
2023-03-26,Misc,3.09E+11,26/03/23,0.0,802.0,10538.54,March,2023,Sunday
2023-03-27,Misc,3.45E+11,27/03/23,0.0,5130.0,16331.54,March,2023,Monday
2023-03-27,Food,3.45E+11,27/03/23,40.0,0.0,16291.54,March,2023,Monday
2023-03-27,Shopping,3.45E+11,27/03/23,254.0,0.0,11201.54,March,2023,Monday
2023-03-28,Misc,3.45E+11,28/03/23,210.9,0.0,16080.64,March,2023,Tuesday
2023-03-28,Misc,3.45E+11,28/03/23,144.0,0.0,15936.64,March,2023,Tuesday
2023-03-28,Misc,3.09E+11,28/03/23,1000.0,0.0,14936.64,March,2023,Tuesday
2023-03-28,Food,3.45E+11,28/03/23,52.0,0.0,14884.64,March,2023,Tuesday
2023-03-28,Food,3.45E+11,28/03/23,30.0,0.0,14854.64,March,2023,Tuesday
2023-03-28,Food,3.45E+11,28/03/23,42.0,0.0,14812.64,March,2023,Tuesday
2023-03-29,Food,3.45E+11,29/03/23,42.0,0.0,14363.64,March,2023,Wednesday
2023-03-29,Food,3.45E+11,29/03/23,20.0,0.0,14108.29,March,2023,Wednesday
2023-03-29,Misc,3.09E+11,29/03/23,220.0,0.0,14128.29,March,2023,Wednesday
2023-03-29,Food,3.09E+11,29/03/23,15.35,0.0,14348.29,March,2023,Wednesday
2023-03-29,Misc,3.45E+11,29/03/23,353.0,0.0,14405.64,March,2023,Wednesday
2023-03-29,Food,3.45E+11,29/03/23,22.0,0.0,14790.64,March,2023,Wednesday
2023-03-29,Food,3.45E+11,29/03/23,32.0,0.0,14758.64,March,2023,Wednesday
2023-03-30,Food,3.46E+11,30/03/23,15.35,0.0,13810.94,March,2023,Thursday
2023-03-30,Food,3.46E+11,30/03/23,55.0,0.0,13401.94,March,2023,Thursday
2023-03-30,Food,3.09E+11,30/03/23,75.0,0.0,13326.94,March,2023,Thursday
2023-03-30,Food,3.09E+11,30/03/23,50.0,0.0,13276.94,March,2023,Thursday
2023-03-30,Food,3.46E+11,30/03/23,90.0,0.0,14018.29,March,2023,Thursday
2023-03-30,Misc,3.46E+11,30/03/23,150.0,0.0,13868.29,March,2023,Thursday
2023-03-30,Food,3.46E+11,30/03/23,42.0,0.0,13826.29,March,2023,Thursday
2023-03-30,Misc,3.46E+11,30/03/23,354.0,0.0,13456.94,March,2023,Thursday
2023-03-31,Food,3.46E+11,31/03/23,47.0,0.0,13229.94,March,2023,Friday
2023-03-31,Misc,3.46E+11,31/03/23,115.0,0.0,13074.94,March,2023,Friday
2023-03-31,Food,3.46E+11,31/03/23,40.0,0.0,13189.94,March,2023,Friday
2023-03-31,Food,3.46E+11,31/03/23,22.0,0.0,13052.94,March,2023,Friday
2023-04-01,Misc,3.00E+11,4/1/2023,500.0,0.0,699.23,April,2023,Saturday
2023-04-01,Misc,3.00E+11,4/1/2023,1.0,0.0,1199.23,April,2023,Saturday
2023-04-01,Misc,3.00E+11,4/1/2023,500.0,0.0,1200.23,April,2023,Saturday
2023-04-02,Food,3.04E+11,4/2/2023,40.0,0.0,4751.1,April,2023,Sunday
2023-04-02,Food,3.40E+11,4/2/2023,30.0,0.0,4791.1,April,2023,Sunday
2023-04-02,Misc,3.40E+11,4/2/2023,0.0,152.0,4903.1,April,2023,Sunday
2023-04-02,Misc,3.40E+11,4/2/2023,140.0,0.0,4763.1,April,2023,Sunday
2023-04-02,Food,3.40E+11,4/2/2023,30.0,0.0,4733.1,April,2023,Sunday
2023-04-02,Misc,3.04E+11,4/2/2023,200.0,0.0,4821.1,April,2023,Sunday
2023-04-02,Food,3.40E+11,4/2/2023,40.0,0.0,4693.1,April,2023,Sunday
2023-04-03,Food,3.43E+11,4/3/2023,40.0,0.0,3400.89,April,2023,Monday
2023-04-03,Misc,3.43E+11,4/3/2023,420.0,0.0,3440.89,April,2023,Monday
2023-04-03,Food,3.43E+11,4/3/2023,25.0,0.0,4060.89,April,2023,Monday
2023-04-03,Misc,3.06E+11,4/3/2023,200.0,0.0,3860.89,April,2023,Monday
2023-04-03,Food,3.43E+11,4/3/2023,30.0,0.0,4085.89,April,2023,Monday
2023-04-03,Food,3.06E+11,4/3/2023,10.0,0.0,4115.89,April,2023,Monday
2023-04-03,Misc,3.06E+11,4/3/2023,105.0,0.0,4125.89,April,2023,Monday
2023-04-04,Misc,3.46E+11,4/4/2023,150.0,0.0,5003.79,April,2023,Tuesday
2023-04-04,Food,3.46E+11,4/4/2023,52.0,0.0,4951.79,April,2023,Tuesday
2023-04-04,Misc,3.09E+11,4/4/2023,1000.0,0.0,3951.79,April,2023,Tuesday
2023-04-04,Food,3.09E+11,4/4/2023,65.0,0.0,3742.79,April,2023,Tuesday
2023-04-04,Shopping,3.46E+11,4/4/2023,54.0,0.0,3688.79,April,2023,Tuesday
2023-04-04,Misc,3.46E+11,4/4/2023,144.0,0.0,3807.79,April,2023,Tuesday
2023-04-05,Food,3.12E+11,4/5/2023,10.0,0.0,3664.01,April,2023,Wednesday
2023-04-05,Food,3.49E+11,4/5/2023,30.0,0.0,3634.01,April,2023,Wednesday
2023-04-05,Food,3.12E+11,4/5/2023,10.0,0.0,3624.01,April,2023,Wednesday
2023-04-05,Food,3.12E+11,4/5/2023,396.9,0.0,3227.11,April,2023,Wednesday
2023-04-05,Food,3.49E+11,4/5/2023,20.0,0.0,3207.11,April,2023,Wednesday
2023-04-05,Food,3.49E+11,4/5/2023,26.0,0.0,3674.01,April,2023,Wednesday
2023-04-05,Food,3.12E+11,4/5/2023,64.0,0.0,3143.11,April,2023,Wednesday
2023-04-06,Food,3.52E+11,4/6/2023,35.0,0.0,7162.95,April,2023,Thursday
2023-04-06,Misc,3.52E+11,4/6/2023,963.0,0.0,6199.95,April,2023,Thursday
2023-04-06,Misc,3.52E+11,4/6/2023,0.0,190.0,6389.95,April,2023,Thursday
2023-04-06,Food,3.16E+11,4/6/2023,65.0,0.0,6324.95,April,2023,Thursday
2023-04-06,Food,3.52E+11,4/6/2023,384.9,0.0,5940.05,April,2023,Thursday
2023-04-06,Food,3.52E+11,4/6/2023,20.0,0.0,5920.05,April,2023,Thursday
2023-04-07,Misc,3.55E+11,4/7/2023,125.0,0.0,884.85,April,2023,Friday
2023-04-08,Food,3.22E+11,4/8/2023,20.0,0.0,44.62,April,2023,Saturday
2023-04-09,Misc,3.25E+11,4/9/2023,250.0,0.0,3638.66,April,2023,Sunday
2023-04-09,Food,3.25E+11,4/9/2023,30.0,0.0,3608.66,April,2023,Sunday
2023-04-09,Food,3.25E+11,4/9/2023,55.0,0.0,3888.66,April,2023,Sunday
2023-04-09,Food,3.25E+11,4/9/2023,30.0,0.0,3943.66,April,2023,Sunday
2023-04-10,Food,3.64E+11,4/10/2023,80.0,0.0,835.58,April,2023,Monday
2023-04-10,Food,3.64E+11,4/10/2023,45.0,0.0,790.58,April,2023,Monday
2023-04-10,Misc,3.28E+11,4/10/2023,120.0,0.0,670.58,April,2023,Monday
2023-04-10,Food,3.28E+11,4/10/2023,12.0,0.0,658.58,April,2023,Monday
2023-04-12,Misc,3.34E+11,4/12/2023,450.0,0.0,201.97,April,2023,Wednesday
2023-04-12,Misc,3.34E+11,4/12/2023,0.0,500.0,651.97,April,2023,Wednesday
2023-04-12,Misc,3.34E+11,4/12/2023,500.0,0.0,151.97,April,2023,Wednesday
2023-04-13,Food,3.47E+11,13/04/23,72.0,0.0,1887.51,April,2023,Thursday
2023-04-13,Food,3.10E+11,13/04/23,56.0,0.0,1756.51,April,2023,Thursday
2023-04-13,Food,3.10E+11,13/04/23,25.0,0.0,1812.51,April,2023,Thursday
2023-04-13,Food,3.10E+11,13/04/23,50.0,0.0,1837.51,April,2023,Thursday
2023-04-13,Food,3.47E+11,13/04/23,220.68,0.0,1535.83,April,2023,Thursday
2023-04-13,Food,3.47E+11,13/04/23,86.0,0.0,1449.83,April,2023,Thursday
2023-04-14,Food,3.47E+11,14/04/23,70.0,0.0,988.83,April,2023,Friday
2023-04-14,Misc,3.47E+11,14/04/23,160.0,0.0,1058.83,April,2023,Friday
2023-04-14,Food,3.47E+11,14/04/23,100.0,0.0,1218.83,April,2023,Friday
2023-04-14,Food,3.10E+11,14/04/23,66.0,0.0,1318.83,April,2023,Friday
2023-04-14,Food,3.47E+11,14/04/23,65.0,0.0,1384.83,April,2023,Friday
2023-04-15,Food,3.47E+11,15/04/23,40.0,0.0,361.57,April,2023,Saturday
2023-04-15,Misc,3.47E+11,15/04/23,110.0,0.0,476.57,April,2023,Saturday
2023-04-15,Food,3.47E+11,15/04/23,272.26,0.0,586.57,April,2023,Saturday
2023-04-15,Food,3.11E+11,15/04/23,100.0,0.0,858.83,April,2023,Saturday
2023-04-15,Food,3.11E+11,15/04/23,30.0,0.0,958.83,April,2023,Saturday
2023-04-15,Food,3.47E+11,15/04/23,75.0,0.0,401.57,April,2023,Saturday
2023-04-16,Misc,3.47E+11,16/04/23,0.0,500.0,852.57,April,2023,Sunday
2023-04-16,Misc,3.47E+11,16/04/23,120.0,0.0,732.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,50.0,0.0,682.57,April,2023,Sunday
2023-04-16,Shopping,3.47E+11,16/04/23,189.0,0.0,493.57,April,2023,Sunday
2023-04-16,Misc,3.11E+11,16/04/23,9.0,0.0,352.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,65.0,0.0,398.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,10.0,0.0,388.57,April,2023,Sunday
2023-04-16,Food,3.11E+11,16/04/23,30.0,0.0,358.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,80.0,0.0,278.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,45.0,0.0,233.57,April,2023,Sunday
2023-04-16,Food,3.47E+11,16/04/23,30.0,0.0,463.57,April,2023,Sunday
2023-04-17,Food,3.47E+11,17/04/23,30.0,0.0,73.27,April,2023,Monday
2023-04-17,Food,3.11E+11,17/04/23,15.3,0.0,103.27,April,2023,Monday
2023-04-17,Food,3.47E+11,17/04/23,65.0,0.0,168.57,April,2023,Monday
2023-04-17,Food,3.11E+11,17/04/23,50.0,0.0,118.57,April,2023,Monday
2023-04-18,Food,3.47E+11,18/04/23,20.0,0.0,53.27,April,2023,Tuesday
2023-04-19,Misc,3.48E+11,19/04/23,0.0,35.0,48.27,April,2023,Wednesday
2023-04-19,Food,3.11E+11,19/04/23,40.0,0.0,13.27,April,2023,Wednesday
2023-04-20,Misc,3.11E+11,20/04/23,0.0,1180.0,1228.27,April,2023,Thursday
2023-04-20,Food,3.11E+11,20/04/23,41.0,0.0,1187.27,April,2023,Thursday
2023-04-20,Food,3.11E+11,20/04/23,20.0,0.0,1167.27,April,2023,Thursday
2023-04-20,Food,3.48E+11,20/04/23,41.0,0.0,1126.27,April,2023,Thursday
2023-04-20,Food,3.48E+11,20/04/23,75.0,0.0,961.27,April,2023,Thursday
2023-04-20,Food,3.48E+11,20/04/23,90.0,0.0,1036.27,April,2023,Thursday
2023-04-21,Food,3.48E+11,21/04/23,231.4,0.0,449.87,April,2023,Friday
2023-04-21,Misc,3.48E+11,21/04/23,130.0,0.0,681.27,April,2023,Friday
2023-04-21,Food,3.48E+11,21/04/23,90.0,0.0,811.27,April,2023,Friday
2023-04-21,Food,3.11E+11,21/04/23,60.0,0.0,901.27,April,2023,Friday
2023-04-22,Food,3.11E+11,22/04/23,40.0,0.0,409.87,April,2023,Saturday
2023-04-22,Food,3.48E+11,22/04/23,10.0,0.0,9.87,April,2023,Saturday
2023-04-22,Food,3.48E+11,22/04/23,35.0,0.0,19.87,April,2023,Saturday
2023-04-22,Food,3.48E+11,22/04/23,90.0,0.0,54.87,April,2023,Saturday
2023-04-22,Food,3.48E+11,22/04/23,50.0,0.0,144.87,April,2023,Saturday
2023-04-22,Food,3.11E+11,22/04/23,20.0,0.0,194.87,April,2023,Saturday
2023-04-22,Food,3.11E+11,22/04/23,25.0,0.0,214.87,April,2023,Saturday
2023-04-22,Food,3.48E+11,22/04/23,50.0,0.0,239.87,April,2023,Saturday
2023-04-22,Misc,3.48E+11,22/04/23,120.0,0.0,289.87,April,2023,Saturday
2023-04-23,Food,3.48E+11,23/04/23,65.0,0.0,939.87,April,2023,Sunday
2023-04-23,Food,3.48E+11,23/04/23,20.0,0.0,1004.87,April,2023,Sunday
2023-04-23,Misc,3.48E+11,23/04/23,730.0,0.0,1024.87,April,2023,Sunday
2023-04-23,Misc,3.11E+11,23/04/23,0.0,1745.0,1754.87,April,2023,Sunday
2023-04-24,Food,3.48E+11,24/04/23,0.0,292.4,1100.57,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,40.0,0.0,1280.87,April,2023,Monday
2023-04-24,Misc,3.11E+11,24/04/23,0.0,539.0,1320.87,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,78.0,0.0,781.87,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,20.0,0.0,859.87,April,2023,Monday
2023-04-24,Food,3.11E+11,24/04/23,20.0,0.0,879.87,April,2023,Monday
2023-04-24,Food,3.11E+11,24/04/23,40.0,0.0,899.87,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,30.0,0.0,1150.57,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,342.4,0.0,808.17,April,2023,Monday
2023-04-24,Food,3.11E+11,24/04/23,15.3,0.0,1180.57,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,85.0,0.0,1195.87,April,2023,Monday
2023-04-24,Food,3.48E+11,24/04/23,205.45,0.0,895.12,April,2023,Monday
2023-04-25,Misc,3.12E+11,25/04/23,4999.0,0.0,19506.82,April,2023,Tuesday
2023-04-25,Food,3.48E+11,25/04/23,50.0,0.0,24506.82,April,2023,Tuesday
2023-04-25,Misc,3.48E+11,25/04/23,110.0,0.0,24556.82,April,2023,Tuesday
2023-04-25,Misc,3.12E+11,25/04/23,0.0,141.0,19372.82,April,2023,Tuesday
2023-04-25,Food,3.48E+11,25/04/23,92.0,0.0,19280.82,April,2023,Tuesday
2023-04-25,Food,3.48E+11,25/04/23,28.0,0.0,19252.82,April,2023,Tuesday
2023-04-25,Misc,3.12E+11,25/04/23,999.0,0.0,24666.82,April,2023,Tuesday
2023-04-25,Misc,3.12E+11,25/04/23,10000.0,0.0,25665.82,April,2023,Tuesday
